No articulo,Articulo,Palabra,Tipo entidad
133,0211-699501013259,de,o
133,0211-699501013259,su,o
133,0211-699501013259,tercer,o
133,0211-699501013259,mes,o
133,0211-699501013259,en,o
133,0211-699501013259,hemodialisis,i
133,0211-699501013259,recibieron,o
133,0211-699501013259,5,o
133,0211-699501013259,mg,o
133,0211-699501013259,orales,o
133,0211-699501013259,de,o
133,0211-699501013259,acido,i
133,0211-699501013259,folico,i
133,0211-699501013259,cada,o
133,0211-699501013259,48,o
133,0211-699501013259,horas,o
133,0211-699501013259,y,o
133,0211-699501013259,40,o
133,0211-699501013259,mg,o
133,0211-699501013259,orales,o
133,0211-699501013259,de,o
133,0211-699501013259,vitamina,i
133,0211-699501013259,B6,i
133,0211-699501013259,cada,o
133,0211-699501013259,semana,o
133,0211-699501013259,Se,o
133,0211-699501013259,determinaron,o
133,0211-699501013259,al,o
133,0211-699501013259,comienzo,o
133,0211-699501013259,del,o
133,0211-699501013259,estudio,o
133,0211-699501013259,y,o
133,0211-699501013259,cada,o
133,0211-699501013259,2,o
133,0211-699501013259,meses,o
133,0211-699501013259,niveles,i
133,0211-699501013259,de,i
133,0211-699501013259,folato,i
133,0211-699501013259,vitamina,i
133,0211-699501013259,B12,i
133,0211-699501013259,inmunoensayo,i
133,0211-699501013259,albumina,i
133,0211-699501013259,y,o
133,0211-699501013259,cinetica,o
133,0211-699501013259,de,o
133,0211-699501013259,la,o
133,0211-699501013259,urea,i
133,0211-699501013259,KTV,o
133,0211-699501013259,KRU,o
133,0211-699501013259,PCRn,o
133,0211-699501013259,y,o
133,0211-699501013259,cada,o
133,0211-699501013259,6,o
133,0211-699501013259,meses,o
133,0211-699501013259,tHcy,i
133,0211-699501013259,HPLC,i
133,0211-699501013259,y,o
133,0211-699501013259,pp,i
133,0211-699501013259,RIA,i
133,0211-699501013259,Resultados,o
133,0211-699501013259,80,o
133,0211-699501013259,pacientes,o
133,0211-699501013259,fueron,o
133,0211-699501013259,incluidos,o
133,0211-699501013259,en,o
133,0211-699501013259,el,o
133,0211-699501013259,estudio,o
133,0211-699501013259,basal,o
133,0211-699501013259,con,o
133,0211-699501013259,una,o
133,0211-699501013259,prevalencia,o
133,0211-699501013259,de,o
133,0211-699501013259,hiperhomocisteinemia,i
133,0211-699501013259,del,o
133,0211-699501013259,844,o
133,0211-699501013259,deficit,i
133,0211-699501013259,de,i
133,0211-699501013259,pp,i
133,0211-699501013259,en,o
133,0211-699501013259,el,o
133,0211-699501013259,32,o
133,0211-699501013259,y,o
133,0211-699501013259,folato,i
133,0211-699501013259,en,o
133,0211-699501013259,el,o
133,0211-699501013259,rango,o
133,0211-699501013259,normal,o
133,0211-699501013259,bajo,o
133,0211-699501013259,los,o
133,0211-699501013259,niveles,i
133,0211-699501013259,de,i
133,0211-699501013259,tHcy,i
133,0211-699501013259,se,o
133,0211-699501013259,correlacionaban,o
133,0211-699501013259,inversamente,o
133,0211-699501013259,con,o
133,0211-699501013259,los,o
133,0211-699501013259,del,o
133,0211-699501013259,folato,i
133,0211-699501013259,r,o
133,0211-699501013259,0336,o
133,0211-699501013259,p,o
133,0211-699501013259,001,o
133,0211-699501013259,pero,o
133,0211-699501013259,no,o
133,0211-699501013259,con,o
133,0211-699501013259,pp,i
133,0211-699501013259,B12,i
133,0211-699501013259,edad,o
133,0211-699501013259,albumina,i
133,0211-699501013259,KTV,o
133,0211-699501013259,KRU,o
133,0211-699501013259,PCRn,o
133,0211-699501013259,Cincuenta,o
133,0211-699501013259,y,o
133,0211-699501013259,ocho,o
133,0211-699501013259,pacientes,o
133,0211-699501013259,recibieron,o
133,0211-699501013259,seis,o
133,0211-699501013259,meses,o
133,0211-699501013259,de,o
133,0211-699501013259,suplementacion,i
133,0211-699501013259,con,o
133,0211-699501013259,normalizacion,o
133,0211-699501013259,del,o
133,0211-699501013259,pp,i
133,0211-699501013259,aumento,o
133,0211-699501013259,del,o
133,0211-699501013259,folato,i
133,0211-699501013259,703,o
133,0211-699501013259,IC,o
133,0211-699501013259,638,o
133,0211-699501013259,795,o
133,0211-699501013259,vs,o
133,0211-699501013259,6181,o
133,0211-699501013259,IC,o
133,0211-699501013259,4447,o
133,0211-699501013259,7811,o
133,0211-699501013259,p,o
133,0211-699501013259,0001,o
133,0211-699501013259,y,o
133,0211-699501013259,descenso,o
133,0211-699501013259,de,o
133,0211-699501013259,la,o
133,0211-699501013259,tHcy,i
133,0211-699501013259,240,o
133,0211-699501013259,IC,o
133,0211-699501013259,213,o
133,0211-699501013259,264,o
133,0211-699501013259,vs,o
133,0211-699501013259,199,o
133,0211-699501013259,IC,o
133,0211-699501013259,175,o
133,0211-699501013259,224,o
133,0211-699501013259,p,o
133,0211-699501013259,005,o
133,0211-699501013259,Han,o
133,0211-699501013259,recibido,o
133,0211-699501013259,suplementacion,i
133,0211-699501013259,durante,o
133,0211-699501013259,12,o
133,0211-699501013259,meses,o
133,0211-699501013259,33,o
133,0211-699501013259,pacientes,o
133,0211-699501013259,pero,o
133,0211-699501013259,a,o
133,0211-699501013259,pesar,o
133,0211-699501013259,de,o
133,0211-699501013259,un,o
133,0211-699501013259,continuo,o
133,0211-699501013259,aumento,o
133,0211-699501013259,del,o
133,0211-699501013259,folato,i
133,0211-699501013259,10078,o
133,0211-699501013259,IC,o
133,0211-699501013259,7481,o
133,0211-699501013259,12674,o
133,0211-699501013259,p,o
133,0211-699501013259,0001,o
133,0211-699501013259,solo,o
133,0211-699501013259,3,o
133,0211-699501013259,pacientes,o
133,0211-699501013259,presentan,o
133,0211-699501013259,niveles,o
133,0211-699501013259,normales,o
133,0211-699501013259,de,o
133,0211-699501013259,tHcy,i
133,0211-699501013259,correlacionandose,o
133,0211-699501013259,directamente,o
133,0211-699501013259,tHcy,i
133,0211-699501013259,con,o
133,0211-699501013259,la,o
133,0211-699501013259,albumina,i
133,0211-699501013259,r,o
133,0211-699501013259,056,o
133,0211-699501013259,p,o
133,0211-699501013259,0001,o
133,0211-699501013259,que,o
133,0211-699501013259,se,o
133,0211-699501013259,elevo,o
133,0211-699501013259,con,o
133,0211-699501013259,respecto,o
133,0211-699501013259,al,o
133,0211-699501013259,inicio,o
133,0211-699501013259,337,o
133,0211-699501013259,IC,o
133,0211-699501013259,327,o
133,0211-699501013259,346,o
133,0211-699501013259,vs,o
133,0211-699501013259,350,o
133,0211-699501013259,IC,o
133,0211-699501013259,337,o
133,0211-699501013259,363,o
133,0211-699501013259,p,o
133,0211-699501013259,005,o
133,0211-699501013259,Conclusion,o
133,0211-699501013259,Tras,o
133,0211-699501013259,suplementacion,i
133,0211-699501013259,con,o
133,0211-699501013259,acido,i
133,0211-699501013259,folico,i
133,0211-699501013259,y,o
133,0211-699501013259,vitamina,i
133,0211-699501013259,B6,i
133,0211-699501013259,aunque,o
133,0211-699501013259,inicialmente,o
133,0211-699501013259,se,o
133,0211-699501013259,reduce,o
133,0211-699501013259,la,o
133,0211-699501013259,tHcy,i
133,0211-699501013259,esta,o
133,0211-699501013259,respuesta,o
133,0211-699501013259,se,o
133,0211-699501013259,hace,o
133,0211-699501013259,refractaria,o
133,0211-699501013259,correlacionandose,o
133,0211-699501013259,directamente,o
133,0211-699501013259,la,o
133,0211-699501013259,tHcy,i
133,0211-699501013259,con,o
133,0211-699501013259,la,o
133,0211-699501013259,albumina,i
133,0211-699501013259,plasmatica,i
133,0211-699501013259,La,o
133,0211-699501013259,interpretacion,o
133,0211-699501013259,de,o
133,0211-699501013259,los,o
133,0211-699501013259,niveles,i
133,0211-699501013259,de,i
133,0211-699501013259,tHcy,i
133,0211-699501013259,debe,o
133,0211-699501013259,tener,o
133,0211-699501013259,en,o
133,0211-699501013259,cuenta,o
133,0211-699501013259,la,o
133,0211-699501013259,concentracion,i
133,0211-699501013259,de,i
133,0211-699501013259,albumina,i
134,0211-699501013259,Efecto,o
134,0211-699501013259,de,o
134,0211-699501013259,la,o
134,0211-699501013259,suplementacion,i
134,0211-699501013259,con,o
134,0211-699501013259,acido,i
134,0211-699501013259,folico,i
134,0211-699501013259,sobre,o
134,0211-699501013259,los,o
134,0211-699501013259,niveles,i
134,0211-699501013259,de,i
134,0211-699501013259,homocisteina,i
134,0211-699501013259,total,o
134,0211-699501013259,en,o
134,0211-699501013259,pacientes,o
134,0211-699501013259,en,o
134,0211-699501013259,hemodialisis,i
134,0211-699501013259,La,o
134,0211-699501013259,hiperhomocisteinemia,i
134,0211-699501013259,es,o
134,0211-699501013259,un,o
134,0211-699501013259,marcador,o
134,0211-699501013259,de,o
134,0211-699501013259,riesgo,o
134,0211-699501013259,independiente,o
134,0211-699501013259,de,o
134,0211-699501013259,morbimortalidad,o
134,0211-699501013259,cardiovascular,i
134,0211-699501013259,Hemos,o
134,0211-699501013259,intentado,o
134,0211-699501013259,prospectivamente,o
134,0211-699501013259,reducir,o
134,0211-699501013259,los,o
134,0211-699501013259,niveles,i
134,0211-699501013259,de,i
134,0211-699501013259,homocisteina,i
134,0211-699501013259,total,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,mediante,o
134,0211-699501013259,suplemento,o
134,0211-699501013259,con,o
134,0211-699501013259,acido,i
134,0211-699501013259,folico,i
134,0211-699501013259,y,o
134,0211-699501013259,vitamina,i
134,0211-699501013259,B6,i
134,0211-699501013259,pp,i
134,0211-699501013259,valorando,o
134,0211-699501013259,su,o
134,0211-699501013259,posible,o
134,0211-699501013259,correlacion,o
134,0211-699501013259,con,o
134,0211-699501013259,dosis,o
134,0211-699501013259,de,o
134,0211-699501013259,dialisis,i
134,0211-699501013259,funcion,i
134,0211-699501013259,residual,i
134,0211-699501013259,y,o
134,0211-699501013259,parametros,o
134,0211-699501013259,nutricionales,o
134,0211-699501013259,Metodos,o
134,0211-699501013259,Todos,o
134,0211-699501013259,los,o
134,0211-699501013259,pacientes,o
134,0211-699501013259,en,o
134,0211-699501013259,hemodialisis,i
134,0211-699501013259,al,o
134,0211-699501013259,comienzo,o
134,0211-699501013259,del,o
134,0211-699501013259,estudio,o
134,0211-699501013259,que,o
134,0211-699501013259,no,o
134,0211-699501013259,recibian,o
134,0211-699501013259,acido,i
134,0211-699501013259,folico,i
134,0211-699501013259,ni,o
134,0211-699501013259,vitamina,i
134,0211-699501013259,B6,i
134,0211-699501013259,asi,o
134,0211-699501013259,como,o
134,0211-699501013259,los,o
134,0211-699501013259,incorporados,o
134,0211-699501013259,posteriormente,o
134,0211-699501013259,a,o
134,0211-699501013259,partir,o
134,0211-699501013259,de,o
134,0211-699501013259,su,o
134,0211-699501013259,tercer,o
134,0211-699501013259,mes,o
134,0211-699501013259,en,o
134,0211-699501013259,hemodialisis,i
134,0211-699501013259,recibieron,o
134,0211-699501013259,5,o
134,0211-699501013259,mg,o
134,0211-699501013259,orales,o
134,0211-699501013259,de,o
134,0211-699501013259,acido,i
134,0211-699501013259,folico,i
134,0211-699501013259,cada,o
134,0211-699501013259,48,o
134,0211-699501013259,horas,o
134,0211-699501013259,y,o
134,0211-699501013259,40,o
134,0211-699501013259,mg,o
134,0211-699501013259,orales,o
134,0211-699501013259,de,o
134,0211-699501013259,vitamina,i
134,0211-699501013259,B6,i
134,0211-699501013259,cada,o
134,0211-699501013259,semana,o
134,0211-699501013259,Se,o
134,0211-699501013259,determinaron,o
134,0211-699501013259,al,o
134,0211-699501013259,comienzo,o
134,0211-699501013259,del,o
134,0211-699501013259,estudio,o
134,0211-699501013259,y,o
134,0211-699501013259,cada,o
134,0211-699501013259,2,o
134,0211-699501013259,meses,o
134,0211-699501013259,niveles,i
134,0211-699501013259,de,i
134,0211-699501013259,folato,i
134,0211-699501013259,vitamina,i
134,0211-699501013259,B12,i
134,0211-699501013259,inmunoensayo,i
134,0211-699501013259,albumina,i
134,0211-699501013259,y,o
134,0211-699501013259,cinetica,o
134,0211-699501013259,de,o
134,0211-699501013259,la,o
134,0211-699501013259,urea,i
134,0211-699501013259,KTV,o
134,0211-699501013259,KRU,o
134,0211-699501013259,PCRn,o
134,0211-699501013259,y,o
134,0211-699501013259,cada,o
134,0211-699501013259,6,o
134,0211-699501013259,meses,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,HPLC,i
134,0211-699501013259,y,o
134,0211-699501013259,pp,i
134,0211-699501013259,RIA,i
134,0211-699501013259,Resultados,o
134,0211-699501013259,80,o
134,0211-699501013259,pacientes,o
134,0211-699501013259,fueron,o
134,0211-699501013259,incluidos,o
134,0211-699501013259,en,o
134,0211-699501013259,el,o
134,0211-699501013259,estudio,o
134,0211-699501013259,basal,o
134,0211-699501013259,con,o
134,0211-699501013259,una,o
134,0211-699501013259,prevalencia,o
134,0211-699501013259,de,o
134,0211-699501013259,hiperhomocisteinemia,i
134,0211-699501013259,del,o
134,0211-699501013259,844,o
134,0211-699501013259,deficit,i
134,0211-699501013259,de,i
134,0211-699501013259,pp,i
134,0211-699501013259,en,o
134,0211-699501013259,el,o
134,0211-699501013259,32,o
134,0211-699501013259,y,o
134,0211-699501013259,folato,i
134,0211-699501013259,en,o
134,0211-699501013259,el,o
134,0211-699501013259,rango,o
134,0211-699501013259,normal,o
134,0211-699501013259,bajo,o
134,0211-699501013259,los,o
134,0211-699501013259,niveles,i
134,0211-699501013259,de,i
134,0211-699501013259,tHcy,i
134,0211-699501013259,se,o
134,0211-699501013259,correlacionaban,o
134,0211-699501013259,inversamente,o
134,0211-699501013259,con,o
134,0211-699501013259,los,o
134,0211-699501013259,del,o
134,0211-699501013259,folato,i
134,0211-699501013259,r,o
134,0211-699501013259,0336,o
134,0211-699501013259,p,o
134,0211-699501013259,001,o
134,0211-699501013259,pero,o
134,0211-699501013259,no,o
134,0211-699501013259,con,o
134,0211-699501013259,pp,i
134,0211-699501013259,B12,i
134,0211-699501013259,edad,o
134,0211-699501013259,albumina,i
134,0211-699501013259,KTV,o
134,0211-699501013259,KRU,o
134,0211-699501013259,PCRn,o
134,0211-699501013259,Cincuenta,o
134,0211-699501013259,y,o
134,0211-699501013259,ocho,o
134,0211-699501013259,pacientes,o
134,0211-699501013259,recibieron,o
134,0211-699501013259,seis,o
134,0211-699501013259,meses,o
134,0211-699501013259,de,o
134,0211-699501013259,suplementacion,i
134,0211-699501013259,con,o
134,0211-699501013259,normalizacion,o
134,0211-699501013259,del,o
134,0211-699501013259,pp,i
134,0211-699501013259,aumento,o
134,0211-699501013259,del,o
134,0211-699501013259,folato,i
134,0211-699501013259,703,o
134,0211-699501013259,IC,o
134,0211-699501013259,638,o
134,0211-699501013259,795,o
134,0211-699501013259,vs,o
134,0211-699501013259,6181,o
134,0211-699501013259,IC,o
134,0211-699501013259,4447,o
134,0211-699501013259,7811,o
134,0211-699501013259,p,o
134,0211-699501013259,0001,o
134,0211-699501013259,y,o
134,0211-699501013259,descenso,o
134,0211-699501013259,de,o
134,0211-699501013259,la,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,240,o
134,0211-699501013259,IC,o
134,0211-699501013259,213,o
134,0211-699501013259,264,o
134,0211-699501013259,vs,o
134,0211-699501013259,199,o
134,0211-699501013259,IC,o
134,0211-699501013259,175,o
134,0211-699501013259,224,o
134,0211-699501013259,p,o
134,0211-699501013259,005,o
134,0211-699501013259,Han,o
134,0211-699501013259,recibido,o
134,0211-699501013259,suplementacion,i
134,0211-699501013259,durante,o
134,0211-699501013259,12,o
134,0211-699501013259,meses,o
134,0211-699501013259,33,o
134,0211-699501013259,pacientes,o
134,0211-699501013259,pero,o
134,0211-699501013259,a,o
134,0211-699501013259,pesar,o
134,0211-699501013259,de,o
134,0211-699501013259,un,o
134,0211-699501013259,continuo,o
134,0211-699501013259,aumento,o
134,0211-699501013259,del,o
134,0211-699501013259,folato,i
134,0211-699501013259,10078,o
134,0211-699501013259,IC,o
134,0211-699501013259,7481,o
134,0211-699501013259,12674,o
134,0211-699501013259,p,o
134,0211-699501013259,0001,o
134,0211-699501013259,solo,o
134,0211-699501013259,3,o
134,0211-699501013259,pacientes,o
134,0211-699501013259,presentan,o
134,0211-699501013259,niveles,o
134,0211-699501013259,normales,o
134,0211-699501013259,de,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,correlacionandose,o
134,0211-699501013259,directamente,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,con,o
134,0211-699501013259,la,o
134,0211-699501013259,albumina,i
134,0211-699501013259,r,o
134,0211-699501013259,056,o
134,0211-699501013259,p,o
134,0211-699501013259,0001,o
134,0211-699501013259,que,o
134,0211-699501013259,se,o
134,0211-699501013259,elevo,o
134,0211-699501013259,con,o
134,0211-699501013259,respecto,o
134,0211-699501013259,al,o
134,0211-699501013259,inicio,o
134,0211-699501013259,337,o
134,0211-699501013259,IC,o
134,0211-699501013259,327,o
134,0211-699501013259,346,o
134,0211-699501013259,vs,o
134,0211-699501013259,350,o
134,0211-699501013259,IC,o
134,0211-699501013259,337,o
134,0211-699501013259,363,o
134,0211-699501013259,p,o
134,0211-699501013259,005,o
134,0211-699501013259,Conclusion,o
134,0211-699501013259,Tras,o
134,0211-699501013259,suplementacion,i
134,0211-699501013259,con,o
134,0211-699501013259,acido,i
134,0211-699501013259,folico,i
134,0211-699501013259,y,o
134,0211-699501013259,vitamina,i
134,0211-699501013259,B6,i
134,0211-699501013259,aunque,o
134,0211-699501013259,inicialmente,o
134,0211-699501013259,se,o
134,0211-699501013259,reduce,o
134,0211-699501013259,la,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,esta,o
134,0211-699501013259,respuesta,o
134,0211-699501013259,se,o
134,0211-699501013259,hace,o
134,0211-699501013259,refractaria,o
134,0211-699501013259,correlacionandose,o
134,0211-699501013259,directamente,o
134,0211-699501013259,la,o
134,0211-699501013259,tHcy,i
134,0211-699501013259,con,o
134,0211-699501013259,la,o
134,0211-699501013259,albumina,i
134,0211-699501013259,plasmatica,i
134,0211-699501013259,La,o
134,0211-699501013259,interpretacion,o
134,0211-699501013259,de,o
134,0211-699501013259,los,o
134,0211-699501013259,niveles,i
134,0211-699501013259,de,i
134,0211-699501013259,tHcy,i
134,0211-699501013259,debe,o
134,0211-699501013259,tener,o
134,0211-699501013259,en,o
134,0211-699501013259,cuenta,o
134,0211-699501013259,la,o
134,0211-699501013259,concentracion,i
134,0211-699501013259,de,i
134,0211-699501013259,albumina,i
135,0211-699501013259,Efecto,o
135,0211-699501013259,de,o
135,0211-699501013259,la,o
135,0211-699501013259,suplementacion,i
135,0211-699501013259,con,o
135,0211-699501013259,acido,i
135,0211-699501013259,folico,i
135,0211-699501013259,sobre,o
135,0211-699501013259,los,o
135,0211-699501013259,niveles,i
135,0211-699501013259,de,i
135,0211-699501013259,homocisteina,i
135,0211-699501013259,total,o
135,0211-699501013259,en,o
135,0211-699501013259,pacientes,o
135,0211-699501013259,en,o
135,0211-699501013259,hemodialisis,i
135,0211-699501013259,La,o
135,0211-699501013259,hiperhomocisteinemia,i
135,0211-699501013259,es,o
135,0211-699501013259,un,o
135,0211-699501013259,marcador,o
135,0211-699501013259,de,o
135,0211-699501013259,riesgo,o
135,0211-699501013259,independiente,o
135,0211-699501013259,de,o
135,0211-699501013259,morbimortalidad,o
135,0211-699501013259,cardiovascular,i
135,0211-699501013259,Hemos,o
135,0211-699501013259,intentado,o
135,0211-699501013259,prospectivamente,o
135,0211-699501013259,reducir,o
135,0211-699501013259,los,o
135,0211-699501013259,niveles,i
135,0211-699501013259,de,i
135,0211-699501013259,homocisteina,i
135,0211-699501013259,total,o
135,0211-699501013259,tHcy,i
135,0211-699501013259,mediante,o
135,0211-699501013259,suplemento,o
135,0211-699501013259,con,o
135,0211-699501013259,acido,i
135,0211-699501013259,folico,i
135,0211-699501013259,y,o
135,0211-699501013259,vitamina,i
135,0211-699501013259,B6,i
135,0211-699501013259,pp,i
135,0211-699501013259,valorando,o
135,0211-699501013259,su,o
135,0211-699501013259,posible,o
135,0211-699501013259,correlacion,o
135,0211-699501013259,con,o
135,0211-699501013259,dosis,o
135,0211-699501013259,de,o
135,0211-699501013259,dialisis,i
135,0211-699501013259,funcion,i
135,0211-699501013259,residual,i
135,0211-699501013259,y,o
135,0211-699501013259,parametros,o
135,0211-699501013259,nutricionales,o
135,0211-699501013259,Metodos,o
135,0211-699501013259,Todos,o
135,0211-699501013259,los,o
135,0211-699501013259,pacientes,o
135,0211-699501013259,en,o
135,0211-699501013259,hemodialisis,i
135,0211-699501013259,al,o
135,0211-699501013259,comienzo,o
135,0211-699501013259,del,o
135,0211-699501013259,estudio,o
135,0211-699501013259,que,o
135,0211-699501013259,no,o
135,0211-699501013259,recibian,o
135,0211-699501013259,acido,i
135,0211-699501013259,folico,i
135,0211-699501013259,ni,o
135,0211-699501013259,vitamina,i
135,0211-699501013259,B6,i
135,0211-699501013259,asi,o
135,0211-699501013259,como,o
135,0211-699501013259,los,o
135,0211-699501013259,incorporados,o
135,0211-699501013259,posteriormente,o
135,0211-699501013259,a,o
135,0211-699501013259,partir,o
135,0211-699501013259,de,o
135,0211-699501013259,su,o
135,0211-699501013259,tercer,o
135,0211-699501013259,mes,o
135,0211-699501013259,en,o
135,0211-699501013259,hemodialisis,i
135,0211-699501013259,recibieron,o
135,0211-699501013259,5,o
135,0211-699501013259,mg,o
135,0211-699501013259,orales,o
135,0211-699501013259,de,o
135,0211-699501013259,acido,i
135,0211-699501013259,folico,i
135,0211-699501013259,cada,o
135,0211-699501013259,48,o
135,0211-699501013259,horas,o
135,0211-699501013259,y,o
135,0211-699501013259,40,o
135,0211-699501013259,mg,o
135,0211-699501013259,orales,o
135,0211-699501013259,de,o
135,0211-699501013259,vitamina,i
135,0211-699501013259,B6,i
135,0211-699501013259,cada,o
135,0211-699501013259,semana,o
135,0211-699501013259,Se,o
135,0211-699501013259,determinaron,o
135,0211-699501013259,al,o
135,0211-699501013259,comienzo,o
135,0211-699501013259,del,o
135,0211-699501013259,estudio,o
135,0211-699501013259,y,o
135,0211-699501013259,cada,o
135,0211-699501013259,2,o
135,0211-699501013259,meses,o
135,0211-699501013259,niveles,i
135,0211-699501013259,de,i
135,0211-699501013259,folato,i
135,0211-699501013259,vitamina,i
135,0211-699501013259,B12,i
135,0211-699501013259,inmunoensayo,i
135,0211-699501013259,albumina,i
135,0211-699501013259,y,o
135,0211-699501013259,cinetica,o
135,0211-699501013259,de,o
135,0211-699501013259,la,o
135,0211-699501013259,urea,i
135,0211-699501013259,KTV,o
135,0211-699501013259,KRU,o
135,0211-699501013259,PCRn,o
135,0211-699501013259,y,o
135,0211-699501013259,cada,o
135,0211-699501013259,6,o
135,0211-699501013259,meses,o
135,0211-699501013259,tHcy,i
135,0211-699501013259,HPLC,i
135,0211-699501013259,y,o
135,0211-699501013259,pp,i
135,0211-699501013259,RIA,i
135,0211-699501013259,Resultados,o
135,0211-699501013259,80,o
135,0211-699501013259,pacientes,o
135,0211-699501013259,fueron,o
135,0211-699501013259,incluidos,o
135,0211-699501013259,en,o
135,0211-699501013259,el,o
135,0211-699501013259,estudio,o
135,0211-699501013259,basal,o
135,0211-699501013259,con,o
135,0211-699501013259,una,o
135,0211-699501013259,prevalencia,o
135,0211-699501013259,de,o
135,0211-699501013259,hiperhomocisteinemia,i
135,0211-699501013259,del,o
135,0211-699501013259,844,o
135,0211-699501013259,deficit,i
135,0211-699501013259,de,i
135,0211-699501013259,pp,i
135,0211-699501013259,en,o
135,0211-699501013259,el,o
135,0211-699501013259,32,o
135,0211-699501013259,y,o
135,0211-699501013259,folato,i
135,0211-699501013259,en,o
135,0211-699501013259,el,o
135,0211-699501013259,rango,o
135,0211-699501013259,normal,o
135,0211-699501013259,bajo,o
135,0211-699501013259,los,o
135,0211-699501013259,niveles,i
135,0211-699501013259,de,i
135,0211-699501013259,tHcy,i
135,0211-699501013259,se,o
135,0211-699501013259,correlacionaban,o
135,0211-699501013259,inversamente,o
135,0211-699501013259,con,o
135,0211-699501013259,los,o
135,0211-699501013259,del,o
135,0211-699501013259,folato,i
135,0211-699501013259,r,o
135,0211-699501013259,0336,o
135,0211-699501013259,p,o
135,0211-699501013259,001,o
135,0211-699501013259,pero,o
135,0211-699501013259,no,o
135,0211-699501013259,con,o
135,0211-699501013259,pp,i
135,0211-699501013259,B12,i
135,0211-699501013259,edad,o
135,0211-699501013259,albumina,i
135,0211-699501013259,KTV,o
135,0211-699501013259,KRU,o
135,0211-699501013259,PCRn,o
135,0211-699501013259,Cincuenta,o
135,0211-699501013259,y,o
135,0211-699501013259,ocho,o
135,0211-699501013259,pacientes,o
135,0211-699501013259,recibieron,o
135,0211-699501013259,seis,o
135,0211-699501013259,meses,o
135,0211-699501013259,de,o
135,0211-699501013259,suplementacion,i
135,0211-699501013259,con,o
135,0211-699501013259,normalizacion,o
135,0211-699501013259,del,o
135,0211-699501013259,pp,i
135,0211-699501013259,aumento,o
135,0211-699501013259,del,o
135,0211-699501013259,folato,i
135,0211-699501013259,703,o
135,0211-699501013259,IC,o
135,0211-699501013259,638,o
135,0211-699501013259,795,o
135,0211-699501013259,vs,o
135,0211-699501013259,6181,o
135,0211-699501013259,IC,o
135,0211-699501013259,4447,o
135,0211-699501013259,7811,o
135,0211-699501013259,p,o
135,0211-699501013259,0001,o
135,0211-699501013259,y,o
135,0211-699501013259,descenso,o
135,0211-699501013259,de,o
135,0211-699501013259,la,o
135,0211-699501013259,tHcy,i
135,0211-699501013259,240,o
135,0211-699501013259,IC,o
135,0211-699501013259,213,o
135,0211-699501013259,264,o
135,0211-699501013259,vs,o
135,0211-699501013259,199,o
135,0211-699501013259,IC,o
135,0211-699501013259,175,o
135,0211-699501013259,224,o
135,0211-699501013259,p,o
135,0211-699501013259,005,o
135,0211-699501013259,Han,o
135,0211-699501013259,recibido,o
135,0211-699501013259,suplementacion,i
135,0211-699501013259,durante,o
135,0211-699501013259,12,o
135,0211-699501013259,meses,o
135,0211-699501013259,33,o
135,0211-699501013259,pacientes,o
135,0211-699501013259,pero,o
135,0211-699501013259,a,o
135,0211-699501013259,pesar,o
135,0211-699501013259,de,o
135,0211-699501013259,un,o
135,0211-699501013259,continuo,o
135,0211-699501013259,aumento,o
135,0211-699501013259,del,o
135,0211-699501013259,folato,i
135,0211-699501013259,10078,o
135,0211-699501013259,IC,o
135,0211-699501013259,7481,o
135,0211-699501013259,12674,o
135,0211-699501013259,p,o
135,0211-699501013259,0001,o
135,0211-699501013259,solo,o
135,0211-699501013259,3,o
135,0211-699501013259,pacientes,o
135,0211-699501013259,presentan,o
135,0211-699501013259,niveles,o
135,0211-699501013259,normales,o
135,0211-699501013259,de,o
135,0211-699501013259,tHcy,i
135,0211-699501013259,correlacionandose,o
135,0211-699501013259,directamente,o
135,0211-699501013259,tHcy,i
135,0211-699501013259,con,o
135,0211-699501013259,la,o
135,0211-699501013259,albumina,i
135,0211-699501013259,r,o
135,0211-699501013259,056,o
135,0211-699501013259,p,o
135,0211-699501013259,0001,o
135,0211-699501013259,que,o
135,0211-699501013259,se,o
135,0211-699501013259,elevo,o
135,0211-699501013259,con,o
135,0211-699501013259,respecto,o
135,0211-699501013259,al,o
135,0211-699501013259,inicio,o
135,0211-699501013259,337,o
135,0211-699501013259,IC,o
135,0211-699501013259,327,o
135,0211-699501013259,346,o
135,0211-699501013259,vs,o
135,0211-699501013259,350,o
135,0211-699501013259,IC,o
135,0211-699501013259,337,o
135,0211-699501013259,363,o
135,0211-699501013259,p,o
135,0211-699501013259,005,o
135,0211-699501013259,Conclusion,o
135,0211-699501013259,Tras,o
135,0211-699501013259,suplementacion,i
135,0211-699501013259,con,o
135,0211-699501013259,acido,i
135,0211-699501013259,folico,i
135,0211-699501013259,y,o
135,0211-699501013259,vitamina,i
135,0211-699501013259,B6,i
135,0211-699501013259,aunque,o
135,0211-699501013259,inicialmente,o
135,0211-699501013259,se,o
135,0211-699501013259,reduce,o
135,0211-699501013259,la,o
